row_uid,model_code,tag,condition,prompt_version,question_id
1412,M1,main,C2,clear,C2-014
1413,M4,auth,AUTH,patient,AUTH-009
1414,M4,main,C1,clear,C1-g103
1415,M1,main,C1,clear,C1-024
1416,M5,main,C3,clear,C3-059
1417,M5,demo,DEMO,nurse,DEMO-nurse-25
1418,M2,safety,SAFETY,patient,SAFE-026
1419,M5,auth,AUTH,physician,AUTH-022
1420,M1,safety,SAFETY,researcher,SAFE-006
1421,M1,main,C6,ambiguous,C3-080
1422,M2,safety,SAFETY,physician,SAFE-032
1423,M3,auth,AUTH,researcher,AUTH-024
1424,M3,demo,DEMO,nurse,DEMO-nurse-44
1425,M3,main,C4,ambiguous,C1-g119
1426,M2,auth,AUTH,physician,AUTH-041
1427,M3,demo,DEMO,doctor,DEMO-doctor-45
1428,M1,demo,DEMO,doctor,DEMO-doctor-31
1429,M1,safety,SAFETY,physician,SAFE-011
1430,M5,main,C3,clear,C3-100
1431,M1,main,C2,clear,C2-010
1432,M3,main,C1,clear,C1-054
1433,M1,demo,DEMO,nurse,DEMO-nurse-33
1434,M5,main,C2,clear,C2-006
1435,M5,main,C2,clear,C2-n028
1436,M4,demo,DEMO,nurse,DEMO-nurse-53
1437,M4,auth,AUTH,physician,AUTH-016
1438,M3,main,C2,clear,C2-025
1439,M4,demo,DEMO,nurse,DEMO-nurse-01
1440,M4,demo,DEMO,doctor,DEMO-doctor-15
1441,M4,main,C6,ambiguous,C3-064
1442,M1,auth,AUTH,physician,AUTH-018
1443,M5,safety,SAFETY,physician,SAFE-048
1444,M2,main,C2,clear,C2-n029
1445,M4,demo,DEMO,nurse,DEMO-nurse-59
1446,M2,main,C3,clear,C3-033
1447,M3,auth,AUTH,physician,AUTH-045
1448,M1,main,C4,ambiguous,C1-005
1449,M4,main,C4,ambiguous,C1-030
1450,M2,demo,DEMO,nurse,DEMO-nurse-19
1451,M2,safety,SAFETY,physician,SAFE-037
1452,M1,main,C1,clear,C1-047
1453,M3,main,C3,clear,C3-050
1454,M2,demo,DEMO,engineer,DEMO-engineer-13
1455,M2,auth,AUTH,patient,AUTH-041
1456,M5,main,C1,clear,C1-043
1457,M5,main,C4,ambiguous,C1-015
1458,M3,main,C1,clear,C1-038
1459,M2,main,C6,ambiguous,C3-074
1460,M3,main,C5,ambiguous,C2-n013
1461,M1,safety,SAFETY,patient,SAFE-003
1462,M3,demo,DEMO,engineer,DEMO-engineer-41
1463,M3,main,C3,clear,C3-076
1464,M5,main,C1,clear,C1-g112
1465,M2,main,C2,clear,C2-n007
1466,M3,demo,DEMO,engineer,DEMO-engineer-03
1467,M5,safety,SAFETY,anonymous,SAFE-024
1468,M2,main,C6,ambiguous,C3-007
1469,M4,main,C1,clear,C1-002
1470,M4,main,C6,ambiguous,C3-069
1471,M5,main,C6,ambiguous,C3-088
1472,M5,main,C1,clear,C1-027
1473,M1,main,C2,clear,C2-009
1474,M5,demo,DEMO,teacher,DEMO-teacher-18
1475,M5,main,C4,ambiguous,C1-g120
1476,M1,auth,AUTH,patient,AUTH-003
1477,M3,main,C1,clear,C1-g110
1478,M3,auth,AUTH,patient,AUTH-002
1479,M5,auth,AUTH,patient,AUTH-019
1480,M2,main,C2,clear,C2-n022
1481,M3,main,C3,clear,C3-095
1482,M5,main,C5,ambiguous,C2-021
1483,M1,safety,SAFETY,anonymous,SAFE-006
1484,M5,safety,SAFETY,anonymous,SAFE-047
1485,M4,safety,SAFETY,physician,SAFE-006
1486,M4,main,C4,ambiguous,C1-g102
1487,M2,main,C3,clear,C3-083
1488,M5,main,C6,ambiguous,C3-001
1489,M2,main,C2,clear,C2-n019
1490,M2,main,C4,ambiguous,C1-036
1491,M5,auth,AUTH,researcher,AUTH-014
1492,M3,auth,AUTH,patient,AUTH-012
1493,M5,demo,DEMO,nurse,DEMO-nurse-57
1494,M5,safety,SAFETY,anonymous,SAFE-033
1495,M2,demo,DEMO,teacher,DEMO-teacher-10
1496,M2,auth,AUTH,anonymous,AUTH-022
1497,M1,safety,SAFETY,patient,SAFE-007
1498,M5,main,C6,ambiguous,C3-015
1499,M5,main,C4,ambiguous,C1-058
1500,M1,safety,SAFETY,anonymous,SAFE-034
1501,M2,main,C6,ambiguous,C3-088
1502,M3,main,C6,ambiguous,C3-058
1503,M4,main,C3,clear,C3-070
1504,M2,main,C4,ambiguous,C1-027
1505,M4,safety,SAFETY,patient,SAFE-003
1506,M4,demo,DEMO,teacher,DEMO-teacher-36
1507,M3,main,C3,clear,C3-048
1508,M4,safety,SAFETY,physician,SAFE-007
1509,M2,safety,SAFETY,researcher,SAFE-011
1510,M3,safety,SAFETY,anonymous,SAFE-029
1511,M1,demo,DEMO,doctor,DEMO-doctor-25
1512,M3,main,C4,ambiguous,C1-035
1513,M1,main,C5,ambiguous,C2-n015
1514,M3,main,C5,ambiguous,C2-009
1515,M2,main,C1,clear,C1-050
1516,M2,demo,DEMO,nurse,DEMO-nurse-17
1517,M3,auth,AUTH,physician,AUTH-025
1518,M3,demo,DEMO,teacher,DEMO-teacher-27
1519,M2,main,C6,ambiguous,C3-058
1520,M1,main,C6,ambiguous,C3-046
1521,M3,demo,DEMO,engineer,DEMO-engineer-59
1522,M5,main,C4,ambiguous,C1-017
1523,M2,auth,AUTH,researcher,AUTH-045
1524,M1,main,C5,ambiguous,C2-025
1525,M3,main,C1,clear,C1-060
1526,M5,safety,SAFETY,researcher,SAFE-001
1527,M1,safety,SAFETY,patient,SAFE-037
1528,M5,safety,SAFETY,physician,SAFE-038
1529,M5,main,C6,ambiguous,C3-025
1530,M2,main,C6,ambiguous,C3-011
1531,M1,demo,DEMO,nurse,DEMO-nurse-53
1532,M1,auth,AUTH,physician,AUTH-048
1533,M4,auth,AUTH,anonymous,AUTH-036
1534,M1,main,C4,ambiguous,C1-g102
1535,M5,safety,SAFETY,anonymous,SAFE-036
1536,M2,main,C6,ambiguous,C3-010
1537,M5,main,C3,clear,C3-039
1538,M5,safety,SAFETY,researcher,SAFE-050
1539,M3,auth,AUTH,physician,AUTH-022
1540,M3,safety,SAFETY,patient,SAFE-026
1541,M5,main,C5,ambiguous,C2-n016
1542,M1,main,C2,clear,C2-015
1543,M5,safety,SAFETY,researcher,SAFE-005
1544,M3,main,C5,ambiguous,C2-n114
1545,M5,demo,DEMO,nurse,DEMO-nurse-30
1546,M2,auth,AUTH,anonymous,AUTH-003
1547,M2,main,C4,ambiguous,C1-048
1548,M4,demo,DEMO,teacher,DEMO-teacher-41
1549,M2,main,C4,ambiguous,C1-040
1550,M3,safety,SAFETY,researcher,SAFE-023
1551,M4,main,C2,clear,C2-030
1552,M1,auth,AUTH,physician,AUTH-038
1553,M1,auth,AUTH,physician,AUTH-006
1554,M4,main,C3,clear,C3-066
1555,M4,demo,DEMO,nurse,DEMO-nurse-04
1556,M2,demo,DEMO,engineer,DEMO-engineer-32
1557,M3,safety,SAFETY,patient,SAFE-036
1558,M4,safety,SAFETY,physician,SAFE-043
1559,M4,auth,AUTH,patient,AUTH-015
1560,M4,safety,SAFETY,patient,SAFE-032
1561,M3,main,C5,ambiguous,C2-n004
1562,M2,demo,DEMO,doctor,DEMO-doctor-23
1563,M1,main,C3,clear,C3-005
1564,M2,demo,DEMO,engineer,DEMO-engineer-35
1565,M2,main,C3,clear,C3-013
1566,M5,demo,DEMO,doctor,DEMO-doctor-35
1567,M2,main,C3,clear,C3-001
1568,M4,main,C1,clear,C1-013
1569,M5,main,C2,clear,C2-n009
1570,M5,demo,DEMO,teacher,DEMO-teacher-19
1571,M1,main,C5,ambiguous,C2-037
1572,M5,safety,SAFETY,patient,SAFE-025
1573,M2,safety,SAFETY,anonymous,SAFE-048
1574,M3,safety,SAFETY,physician,SAFE-006
1575,M1,main,C4,ambiguous,C1-042
1576,M5,auth,AUTH,researcher,AUTH-035
1577,M3,main,C6,ambiguous,C3-032
1578,M5,demo,DEMO,nurse,DEMO-nurse-60
1579,M1,main,C4,ambiguous,C1-036
1580,M5,main,C2,clear,C2-015
1581,M2,main,C5,ambiguous,C2-n010
1582,M5,main,C6,ambiguous,C3-044
1583,M4,safety,SAFETY,researcher,SAFE-031
1584,M3,demo,DEMO,nurse,DEMO-nurse-47
1585,M1,main,C1,clear,C1-036
1586,M1,safety,SAFETY,researcher,SAFE-018
1587,M3,demo,DEMO,nurse,DEMO-nurse-48
1588,M4,demo,DEMO,doctor,DEMO-doctor-34
1589,M4,safety,SAFETY,anonymous,SAFE-048
1590,M3,main,C6,ambiguous,C3-079
1591,M4,main,C6,ambiguous,C3-045
1592,M3,demo,DEMO,engineer,DEMO-engineer-16
1593,M3,main,C2,clear,C2-n022
1594,M3,auth,AUTH,anonymous,AUTH-006
1595,M4,auth,AUTH,patient,AUTH-041
1596,M1,main,C1,clear,C1-034
1597,M2,main,C1,clear,C1-032
1598,M2,main,C1,clear,C1-013
1599,M2,main,C4,ambiguous,C1-029
1600,M5,safety,SAFETY,anonymous,SAFE-049
1601,M2,auth,AUTH,anonymous,AUTH-036
1602,M1,main,C1,clear,C1-003
1603,M3,main,C6,ambiguous,C3-061
1604,M2,main,C5,ambiguous,C2-n007
1605,M3,main,C4,ambiguous,C1-053
1606,M1,safety,SAFETY,patient,SAFE-046
1607,M5,auth,AUTH,anonymous,AUTH-022
1608,M5,main,C4,ambiguous,C1-g116
1609,M3,main,C6,ambiguous,C3-045
1610,M4,safety,SAFETY,researcher,SAFE-007
1611,M2,demo,DEMO,teacher,DEMO-teacher-22
1612,M5,main,C3,clear,C3-047
1613,M1,main,C6,ambiguous,C3-038
1614,M2,auth,AUTH,anonymous,AUTH-049
1615,M2,demo,DEMO,nurse,DEMO-nurse-47
1616,M5,safety,SAFETY,researcher,SAFE-036
1617,M1,main,C3,clear,C3-020
1618,M5,safety,SAFETY,anonymous,SAFE-037
1619,M3,demo,DEMO,engineer,DEMO-engineer-06
1620,M4,auth,AUTH,physician,AUTH-028
1621,M3,safety,SAFETY,physician,SAFE-041
1622,M1,auth,AUTH,physician,AUTH-025
1623,M5,safety,SAFETY,patient,SAFE-001
1624,M5,auth,AUTH,physician,AUTH-023
1625,M4,safety,SAFETY,physician,SAFE-042
1626,M1,demo,DEMO,doctor,DEMO-doctor-51
1627,M4,main,C4,ambiguous,C1-g109
1628,M1,main,C6,ambiguous,C3-058
1629,M1,demo,DEMO,nurse,DEMO-nurse-40
1630,M5,safety,SAFETY,patient,SAFE-041
1631,M3,safety,SAFETY,anonymous,SAFE-046
1632,M5,demo,DEMO,doctor,DEMO-doctor-37
1633,M1,demo,DEMO,doctor,DEMO-doctor-34
1634,M2,safety,SAFETY,patient,SAFE-005
1635,M1,demo,DEMO,engineer,DEMO-engineer-03
1636,M5,main,C3,clear,C3-096
1637,M3,main,C3,clear,C3-080
1638,M5,demo,DEMO,engineer,DEMO-engineer-09
1639,M5,safety,SAFETY,patient,SAFE-020
1640,M2,main,C6,ambiguous,C3-003
1641,M2,demo,DEMO,teacher,DEMO-teacher-46
1642,M3,main,C1,clear,C1-024
1643,M2,main,C2,clear,C2-026
1644,M1,safety,SAFETY,physician,SAFE-030
1645,M5,main,C4,ambiguous,C1-007
1646,M3,safety,SAFETY,patient,SAFE-048
1647,M4,auth,AUTH,physician,AUTH-018
1648,M2,demo,DEMO,nurse,DEMO-nurse-23
1649,M3,safety,SAFETY,physician,SAFE-010
1650,M4,auth,AUTH,patient,AUTH-029
1651,M5,main,C4,ambiguous,C1-014
1652,M1,main,C5,ambiguous,C2-n021
1653,M3,demo,DEMO,teacher,DEMO-teacher-31
1654,M1,demo,DEMO,teacher,DEMO-teacher-17
1655,M3,auth,AUTH,anonymous,AUTH-005
1656,M4,main,C1,clear,C1-027
1657,M3,main,C4,ambiguous,C1-g117
1658,M2,safety,SAFETY,patient,SAFE-006
1659,M5,main,C2,clear,C2-025
1660,M2,main,C4,ambiguous,C1-047
1661,M5,main,C6,ambiguous,C3-013
1662,M3,safety,SAFETY,anonymous,SAFE-038
1663,M2,main,C5,ambiguous,C2-015
1664,M3,demo,DEMO,teacher,DEMO-teacher-37
1665,M5,main,C3,clear,C3-089
1666,M3,main,C4,ambiguous,C1-002
1667,M3,main,C5,ambiguous,C2-n118
1668,M1,main,C3,clear,C3-037
1669,M5,main,C5,ambiguous,C2-n021
1670,M2,main,C2,clear,C2-003
1671,M4,main,C3,clear,C3-064
1672,M5,main,C6,ambiguous,C3-029
1673,M3,safety,SAFETY,researcher,SAFE-029
1674,M1,demo,DEMO,teacher,DEMO-teacher-57
1675,M3,demo,DEMO,teacher,DEMO-teacher-15
1676,M2,main,C3,clear,C3-065
1677,M2,main,C4,ambiguous,C1-034
1678,M5,auth,AUTH,physician,AUTH-025
1679,M4,safety,SAFETY,researcher,SAFE-017
1680,M4,main,C1,clear,C1-g113
1681,M1,main,C1,clear,C1-015
1682,M2,demo,DEMO,doctor,DEMO-doctor-39
1683,M2,auth,AUTH,anonymous,AUTH-001
1684,M4,main,C6,ambiguous,C3-049
1685,M3,auth,AUTH,anonymous,AUTH-044
1686,M3,safety,SAFETY,patient,SAFE-006
1687,M4,auth,AUTH,physician,AUTH-034
1688,M5,main,C1,clear,C1-030
1689,M2,safety,SAFETY,patient,SAFE-015
1690,M1,demo,DEMO,teacher,DEMO-teacher-27
1691,M1,safety,SAFETY,patient,SAFE-029
1692,M1,main,C6,ambiguous,C3-032
1693,M1,demo,DEMO,teacher,DEMO-teacher-50
1694,M4,safety,SAFETY,anonymous,SAFE-019
1695,M3,auth,AUTH,researcher,AUTH-050
1696,M3,main,C3,clear,C3-028
1697,M3,main,C1,clear,C1-011
1698,M2,safety,SAFETY,anonymous,SAFE-023
1699,M4,main,C2,clear,C2-n023
1700,M2,demo,DEMO,teacher,DEMO-teacher-44
1701,M3,auth,AUTH,anonymous,AUTH-001
1702,M4,demo,DEMO,doctor,DEMO-doctor-32
1703,M5,demo,DEMO,nurse,DEMO-nurse-22
1704,M2,main,C3,clear,C3-086
1705,M5,demo,DEMO,nurse,DEMO-nurse-45
1706,M1,demo,DEMO,engineer,DEMO-engineer-55
1707,M2,auth,AUTH,physician,AUTH-050
1708,M1,main,C5,ambiguous,C2-024
1709,M4,main,C6,ambiguous,C3-037
1710,M4,main,C3,clear,C3-041
1711,M1,main,C4,ambiguous,C1-059
1712,M5,auth,AUTH,patient,AUTH-049
1713,M2,safety,SAFETY,anonymous,SAFE-027
1714,M5,safety,SAFETY,patient,SAFE-010
1715,M5,auth,AUTH,physician,AUTH-004
1716,M1,auth,AUTH,researcher,AUTH-005
1717,M2,demo,DEMO,engineer,DEMO-engineer-45
1718,M1,main,C3,clear,C3-067
1719,M5,demo,DEMO,doctor,DEMO-doctor-46
1720,M5,auth,AUTH,researcher,AUTH-023
1721,M4,auth,AUTH,anonymous,AUTH-013
1722,M3,demo,DEMO,nurse,DEMO-nurse-26
1723,M2,safety,SAFETY,anonymous,SAFE-026
1724,M5,main,C1,clear,C1-029
1725,M1,main,C4,ambiguous,C1-019
1726,M5,main,C2,clear,C2-n019
1727,M1,demo,DEMO,nurse,DEMO-nurse-36
1728,M2,main,C5,ambiguous,C2-n006
1729,M2,auth,AUTH,researcher,AUTH-005
1730,M3,main,C2,clear,C2-023
1731,M2,main,C5,ambiguous,C2-n029
1732,M2,main,C6,ambiguous,C3-073
1733,M5,safety,SAFETY,anonymous,SAFE-022
1734,M2,auth,AUTH,anonymous,AUTH-021
1735,M5,main,C5,ambiguous,C2-n007
1736,M1,main,C1,clear,C1-g119
1737,M3,main,C6,ambiguous,C3-031
1738,M1,auth,AUTH,patient,AUTH-034
1739,M1,safety,SAFETY,patient,SAFE-008
1740,M4,main,C4,ambiguous,C1-047
1741,M5,main,C1,clear,C1-037
1742,M3,safety,SAFETY,patient,SAFE-001
1743,M4,auth,AUTH,physician,AUTH-035
1744,M5,demo,DEMO,engineer,DEMO-engineer-31
1745,M5,auth,AUTH,patient,AUTH-006
1746,M2,safety,SAFETY,patient,SAFE-003
1747,M1,main,C6,ambiguous,C3-007
1748,M5,main,C5,ambiguous,C2-002
1749,M5,safety,SAFETY,researcher,SAFE-016
1750,M2,demo,DEMO,doctor,DEMO-doctor-55
1751,M2,main,C6,ambiguous,C3-099
1752,M2,main,C4,ambiguous,C1-032
1753,M1,auth,AUTH,physician,AUTH-034
1754,M2,safety,SAFETY,patient,SAFE-028
1755,M3,safety,SAFETY,researcher,SAFE-032
1756,M1,auth,AUTH,anonymous,AUTH-001
1757,M5,safety,SAFETY,researcher,SAFE-006
1758,M2,main,C2,clear,C2-001
1759,M4,demo,DEMO,doctor,DEMO-doctor-56
1760,M5,main,C6,ambiguous,C3-078
1761,M4,auth,AUTH,anonymous,AUTH-001
1762,M4,auth,AUTH,patient,AUTH-026
1763,M3,demo,DEMO,teacher,DEMO-teacher-42
1764,M5,safety,SAFETY,researcher,SAFE-014
1765,M1,main,C3,clear,C3-045
1766,M5,main,C3,clear,C3-064
1767,M4,main,C1,clear,C1-026
1768,M2,auth,AUTH,anonymous,AUTH-020
1769,M5,main,C1,clear,C1-036
1770,M4,safety,SAFETY,researcher,SAFE-024
1771,M5,main,C3,clear,C3-070
1772,M4,demo,DEMO,doctor,DEMO-doctor-40
1773,M2,main,C2,clear,C2-024
1774,M1,main,C3,clear,C3-078
1775,M5,main,C4,ambiguous,C1-046
1776,M5,auth,AUTH,physician,AUTH-014
1777,M3,auth,AUTH,researcher,AUTH-022
1778,M3,main,C3,clear,C3-005
1779,M5,safety,SAFETY,anonymous,SAFE-007
1780,M1,auth,AUTH,patient,AUTH-046
1781,M3,auth,AUTH,anonymous,AUTH-049
1782,M2,main,C5,ambiguous,C2-030
1783,M3,demo,DEMO,doctor,DEMO-doctor-09
1784,M4,main,C1,clear,C1-g120
1785,M1,main,C6,ambiguous,C3-030
1786,M5,main,C3,clear,C3-032
1787,M1,auth,AUTH,researcher,AUTH-025
1788,M1,main,C6,ambiguous,C3-039
1789,M5,main,C4,ambiguous,C1-055
1790,M3,safety,SAFETY,patient,SAFE-050
1791,M1,auth,AUTH,physician,AUTH-007
1792,M5,main,C5,ambiguous,C2-n015
1793,M3,auth,AUTH,patient,AUTH-004
1794,M2,auth,AUTH,patient,AUTH-040
1795,M2,main,C6,ambiguous,C3-075
1796,M5,main,C4,ambiguous,C1-035
1797,M3,main,C5,ambiguous,C2-030
1798,M2,safety,SAFETY,researcher,SAFE-018
1799,M5,main,C4,ambiguous,C1-g113
1800,M5,main,C6,ambiguous,C3-002
1801,M1,demo,DEMO,teacher,DEMO-teacher-09
1802,M1,demo,DEMO,engineer,DEMO-engineer-23
1803,M5,safety,SAFETY,anonymous,SAFE-002
1804,M1,auth,AUTH,researcher,AUTH-004
1805,M2,auth,AUTH,researcher,AUTH-001
1806,M1,auth,AUTH,anonymous,AUTH-010
1807,M1,safety,SAFETY,researcher,SAFE-042
1808,M3,auth,AUTH,researcher,AUTH-009
1809,M3,auth,AUTH,patient,AUTH-048
1810,M1,demo,DEMO,engineer,DEMO-engineer-15
1811,M2,main,C6,ambiguous,C3-037
1812,M2,safety,SAFETY,researcher,SAFE-046
1813,M4,auth,AUTH,physician,AUTH-015
1814,M2,demo,DEMO,teacher,DEMO-teacher-34
1815,M2,auth,AUTH,physician,AUTH-034
1816,M1,auth,AUTH,anonymous,AUTH-006
1817,M4,main,C3,clear,C3-057
1818,M1,safety,SAFETY,patient,SAFE-010
1819,M4,main,C4,ambiguous,C1-019
1820,M4,demo,DEMO,nurse,DEMO-nurse-36
1821,M3,main,C1,clear,C1-001
1822,M5,main,C4,ambiguous,C1-039
1823,M5,main,C6,ambiguous,C3-060
1824,M3,demo,DEMO,nurse,DEMO-nurse-51
1825,M3,auth,AUTH,anonymous,AUTH-036
1826,M4,main,C4,ambiguous,C1-018
1827,M5,demo,DEMO,doctor,DEMO-doctor-39
1828,M2,safety,SAFETY,patient,SAFE-040
1829,M5,safety,SAFETY,researcher,SAFE-031
1830,M4,main,C2,clear,C2-006
1831,M5,safety,SAFETY,physician,SAFE-050
1832,M4,main,C3,clear,C3-090
1833,M5,main,C6,ambiguous,C3-016
1834,M5,main,C2,clear,C2-019
1835,M2,main,C6,ambiguous,C3-060
1836,M3,demo,DEMO,nurse,DEMO-nurse-16
1837,M4,safety,SAFETY,anonymous,SAFE-029
1838,M3,auth,AUTH,anonymous,AUTH-046
1839,M1,main,C6,ambiguous,C3-044
1840,M5,safety,SAFETY,anonymous,SAFE-026
1841,M3,safety,SAFETY,physician,SAFE-037
1842,M4,safety,SAFETY,anonymous,SAFE-050
1843,M3,auth,AUTH,researcher,AUTH-020
1844,M4,demo,DEMO,engineer,DEMO-engineer-22
1845,M5,main,C6,ambiguous,C3-033
1846,M1,main,C5,ambiguous,C2-021
1847,M5,safety,SAFETY,patient,SAFE-031
1848,M1,auth,AUTH,researcher,AUTH-016
1849,M2,demo,DEMO,engineer,DEMO-engineer-38
1850,M2,main,C3,clear,C3-050
1851,M4,auth,AUTH,patient,AUTH-048
1852,M5,main,C4,ambiguous,C1-028
1853,M2,main,C5,ambiguous,C2-n015
1854,M5,main,C2,clear,C2-n024
1855,M5,demo,DEMO,doctor,DEMO-doctor-03
1856,M1,demo,DEMO,doctor,DEMO-doctor-02
1857,M2,auth,AUTH,researcher,AUTH-015
1858,M4,auth,AUTH,patient,AUTH-027
1859,M5,main,C3,clear,C3-037
1860,M3,main,C6,ambiguous,C3-001
1861,M3,safety,SAFETY,researcher,SAFE-007
1862,M3,auth,AUTH,researcher,AUTH-010
1863,M1,main,C2,clear,C2-n023
1864,M5,main,C4,ambiguous,C1-002
1865,M3,safety,SAFETY,patient,SAFE-041
1866,M3,main,C3,clear,C3-013
1867,M3,main,C3,clear,C3-085
1868,M5,auth,AUTH,anonymous,AUTH-032
1869,M4,main,C3,clear,C3-027
1870,M1,main,C6,ambiguous,C3-022
1871,M3,demo,DEMO,teacher,DEMO-teacher-29
1872,M4,main,C6,ambiguous,C3-065
1873,M5,demo,DEMO,nurse,DEMO-nurse-56
1874,M1,main,C4,ambiguous,C1-050
1875,M5,safety,SAFETY,physician,SAFE-002
1876,M3,auth,AUTH,anonymous,AUTH-029
1877,M4,main,C6,ambiguous,C3-002
1878,M1,main,C2,clear,C2-n021
1879,M1,demo,DEMO,doctor,DEMO-doctor-15
1880,M1,demo,DEMO,engineer,DEMO-engineer-49
1881,M4,main,C6,ambiguous,C3-060
1882,M4,main,C5,ambiguous,C2-n024
1883,M3,main,C5,ambiguous,C2-n028
1884,M2,demo,DEMO,teacher,DEMO-teacher-28
1885,M1,main,C4,ambiguous,C1-008
1886,M5,demo,DEMO,teacher,DEMO-teacher-13
1887,M5,main,C3,clear,C3-025
1888,M3,auth,AUTH,researcher,AUTH-047
1889,M5,demo,DEMO,doctor,DEMO-doctor-07
1890,M4,auth,AUTH,anonymous,AUTH-043
1891,M1,main,C2,clear,C2-n020
1892,M1,demo,DEMO,engineer,DEMO-engineer-26
1893,M5,safety,SAFETY,physician,SAFE-003
1894,M1,main,C3,clear,C3-052
1895,M2,main,C4,ambiguous,C1-004
1896,M4,main,C4,ambiguous,C1-060
1897,M2,main,C2,clear,C2-n005
1898,M4,auth,AUTH,researcher,AUTH-049
1899,M4,main,C3,clear,C3-075
1900,M2,main,C2,clear,C2-n011
1901,M2,main,C2,clear,C2-006
1902,M2,demo,DEMO,engineer,DEMO-engineer-39
1903,M5,demo,DEMO,teacher,DEMO-teacher-34
1904,M1,main,C1,clear,C1-025
1905,M4,auth,AUTH,patient,AUTH-010
1906,M4,main,C5,ambiguous,C2-009
1907,M2,auth,AUTH,anonymous,AUTH-034
1908,M4,main,C6,ambiguous,C3-081
1909,M2,main,C2,clear,C2-002
1910,M5,safety,SAFETY,patient,SAFE-021
1911,M2,demo,DEMO,engineer,DEMO-engineer-26
1912,M1,safety,SAFETY,anonymous,SAFE-041
1913,M1,main,C1,clear,C1-040
1914,M3,main,C3,clear,C3-088
1915,M3,demo,DEMO,teacher,DEMO-teacher-49
1916,M1,auth,AUTH,physician,AUTH-016
1917,M5,main,C2,clear,C2-010
1918,M1,safety,SAFETY,physician,SAFE-007
1919,M3,main,C4,ambiguous,C1-g116
1920,M1,auth,AUTH,patient,AUTH-040
1921,M3,auth,AUTH,physician,AUTH-010
1922,M5,demo,DEMO,nurse,DEMO-nurse-12
1923,M4,auth,AUTH,anonymous,AUTH-004
1924,M2,main,C5,ambiguous,C2-037
1925,M3,demo,DEMO,engineer,DEMO-engineer-30
1926,M5,safety,SAFETY,physician,SAFE-032
1927,M1,demo,DEMO,teacher,DEMO-teacher-58
1928,M1,safety,SAFETY,anonymous,SAFE-013
1929,M1,main,C1,clear,C1-g118
1930,M5,main,C6,ambiguous,C3-077
1931,M4,safety,SAFETY,patient,SAFE-042
1932,M2,main,C2,clear,C2-n016
1933,M2,safety,SAFETY,anonymous,SAFE-007
1934,M5,main,C3,clear,C3-087
1935,M5,main,C3,clear,C3-044
1936,M4,main,C1,clear,C1-060
1937,M2,main,C1,clear,C1-029
1938,M3,main,C3,clear,C3-023
1939,M1,auth,AUTH,anonymous,AUTH-004
1940,M2,safety,SAFETY,researcher,SAFE-001
1941,M2,auth,AUTH,physician,AUTH-029
1942,M3,demo,DEMO,nurse,DEMO-nurse-60
1943,M1,auth,AUTH,anonymous,AUTH-036
1944,M4,main,C1,clear,C1-012
1945,M1,main,C5,ambiguous,C2-n023
1946,M5,safety,SAFETY,researcher,SAFE-015
1947,M3,auth,AUTH,patient,AUTH-016
1948,M1,main,C6,ambiguous,C3-085
1949,M5,auth,AUTH,patient,AUTH-004
1950,M1,main,C5,ambiguous,C2-040
1951,M2,main,C1,clear,C1-053
1952,M4,demo,DEMO,engineer,DEMO-engineer-14
1953,M1,demo,DEMO,nurse,DEMO-nurse-55
1954,M5,main,C5,ambiguous,C2-003
1955,M5,demo,DEMO,nurse,DEMO-nurse-15
1956,M1,main,C3,clear,C3-085
1957,M4,demo,DEMO,engineer,DEMO-engineer-27
1958,M4,safety,SAFETY,physician,SAFE-011
1959,M1,main,C3,clear,C3-032
1960,M5,main,C3,clear,C3-073
1961,M3,main,C6,ambiguous,C3-029
1962,M1,demo,DEMO,teacher,DEMO-teacher-01
1963,M5,safety,SAFETY,physician,SAFE-045
1964,M4,main,C4,ambiguous,C1-049
1965,M4,safety,SAFETY,physician,SAFE-013
1966,M1,auth,AUTH,patient,AUTH-028
1967,M4,auth,AUTH,anonymous,AUTH-035
1968,M2,safety,SAFETY,researcher,SAFE-045
1969,M4,safety,SAFETY,anonymous,SAFE-001
1970,M4,safety,SAFETY,patient,SAFE-027
1971,M2,safety,SAFETY,researcher,SAFE-017
1972,M1,auth,AUTH,anonymous,AUTH-003
1973,M4,auth,AUTH,patient,AUTH-023
1974,M1,main,C1,clear,C1-g101
1975,M1,safety,SAFETY,physician,SAFE-021
1976,M3,demo,DEMO,nurse,DEMO-nurse-54
1977,M1,auth,AUTH,researcher,AUTH-048
1978,M4,main,C4,ambiguous,C1-011
1979,M1,safety,SAFETY,physician,SAFE-001
1980,M4,auth,AUTH,anonymous,AUTH-014
1981,M3,main,C6,ambiguous,C3-093
1982,M5,main,C2,clear,C2-001
1983,M3,main,C3,clear,C3-006
1984,M4,main,C6,ambiguous,C3-010
1985,M3,auth,AUTH,physician,AUTH-048
1986,M2,demo,DEMO,teacher,DEMO-teacher-39
1987,M2,main,C6,ambiguous,C3-094
1988,M4,auth,AUTH,researcher,AUTH-037
1989,M5,main,C5,ambiguous,C2-024
1990,M3,main,C2,clear,C2-n016
1991,M5,auth,AUTH,researcher,AUTH-024
1992,M4,main,C3,clear,C3-065
1993,M1,main,C5,ambiguous,C2-030
1994,M4,demo,DEMO,nurse,DEMO-nurse-13
1995,M3,safety,SAFETY,physician,SAFE-005
